[2025-11-18 09:11:50] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2025-11-17
正在获取论文...
[arXiv] 2025-11-17 | Segment Anything Across Shots: A Method and Benchmark
[IEEE] 2025-11-17 | From Data to Decisions: Developing a Modular Architecture for Smart Road Maintenance
[IEEE] 2025-11-17 | KRS Unleashed: Towards a Robotics FPGA Development Environment for Rapid Prototyping
[IEEE] 2025-11-17 | Comparative Study of Classification Algorithms with Application to Stroke Diagnosis
[IEEE] 2025-11-17 | A Systematic Review of Artificial Intelligence Techniques for Enhancing Search Engine Optimization
[IEEE] 2025-11-17 | User-Based Collaborative Filtering for Rating Predictions: A Memory-Based Approach Using Movielens 100K Dataset
[IEEE] 2025-11-17 | Extended Approach for Soil and Crop Prediction Using Deep Learning
[IEEE] 2025-11-17 | Integration of traditional control and neural networks for a water quality monitoring system
[IEEE] 2025-11-17 | Overview of the Application of Generative AI in Software Performance Testing
[IEEE] 2025-11-17 | AI-Driven and Time Series Approaches for Accurate Stock Market Price Forecasting
[IEEE] 2025-11-17 | Enhancing Power Grid Efficiency with Machine Learning for Climate Change Mitigation
[IEEE] 2025-11-17 | SmartDrive: A Low-Cost, Edge AI-Powered Advanced Driver Assistance System for Emerging Markets
[IEEE] 2025-11-17 | Enhanced Heart Disease Prediction through Statistical Feature Engineering and Hybrid Ensemble Strategies with Machine Learning Models
[IEEE] 2025-11-17 | Research and Application of Data Mining and Prediction Algorithms for Connected Vehicles
[IEEE] 2025-11-17 | A Review on Digital Forensic Frameworks for Investigating Dark Web-Based Cyber Espionage
[IEEE] 2025-11-17 | Machine Learning-Based Dynamic Load Balancing for Google Cluster Workload Traces in Cloud Networks
[IEEE] 2025-11-17 | ATAS-HM: Adaptive Task Allocation for Real-Time Tasks on Heterogeneous Multicore Systems
[IEEE] 2025-11-17 | Comparative Analysis of Human-Designed vs AI-Generated USB4 Logical Layer: RTL Design and Verification
[IEEE] 2025-11-17 | A Comparative Analysis of Machine Learning Models for Log-Based-Anomaly-Detection in Cloud Environments
[IEEE] 2025-11-17 | A Review of Using Chatbots and AI in Fintech for Marketing Strategies
[IEEE] 2025-11-17 | Efficient Prompt Design for Resource-Constrained Deployment of Local LLMs
[IEEE] 2025-11-17 | The Role of AI in Detecting and Predicting Mental Health Crises in Social Media
[IEEE] 2025-11-17 | HS-CBi-Gru: Network Attack Detection on smart devices using Hard Swish and Bi-Directional Gated Recurrent Unit with Capsule Network
[IEEE] 2025-11-17 | Affine Frequency Division Multiplexing With Generalized Index Modulation
[IEEE] 2025-11-17 | CRISYS: A Novel AI-Driven System for Criminal Identification Using NLP and GANs
[IEEE] 2025-11-17 | Optimizing Cloud Storage Efficiency using Hybrid Genetic-Greedy Algorithm with Adaptive Erasure Codes
[ACM] 2025-11-17 | Hyperbolic-based cross-modal semantic remodeling network for zero-shot sketch-based image retrieval
[ACM] 2025-11-17 | One to Many: Closing the Bandwidth Gap in AI Datacenters with Scalable Multicast
[ACM] 2025-11-17 | Above the Clouds: New Software Challenges in Space Computing
[ACM] 2025-11-17 | Photonic Rails in ML Datacenters
[ACM] 2025-11-17 | Rethinking the Cost of Distributed Caches for Datacenter Services
[ACM] 2025-11-17 | A Modern Edge-based Design for Cellular Roaming
[ACM] 2025-11-17 | A Hands-on Workshop on Designing LLM-Powered Context-Aware Behavior for Companion Robots
[ACM] 2025-11-17 | SoREX: Towards Self-Explainable Social Recommendation with Relevant Ego-Path Extraction
[IEEE] 2025-11-17 | SAM-iToF: SAM-Guided iToF Depth Recovery of Transparent and Mirror Objects
[IEEE] 2025-11-17 | Multi-Scale Frequency VAE-GAN: A Universal Approach for Inverting Diverse Halftone Images
[IEEE] 2025-11-17 | O, S, C, L-Band 4λ 960Gb/s PAM8 Transmission over 6.2km AR-HCF with Linear FFE Only
[IEEE] 2025-11-17 | Magnetically Induced Skin Stretch Enhances Proprioceptive Feedback in Prosthetics_supp1-3633082.mp4
[IEEE] 2025-11-17 | Optimized Decoupling Control and Cross-Domain Validation of a V-Shaped Quadrant-Habitat Fan-Wing Vehicle — Optimized for Underwater Operations_supp1-3632716.mp4
[IEEE] 2025-11-17 | Computational Caustic Design for Surface Light Source
[IEEE] 2025-11-17 | Changing Laws and Regulation Strategies of Dynamic Factors of Bridges with Common Spans for Superconducting EDS Maglev Transportation
[IEEE] 2025-11-17 | Computing Distributed Controlled Invariant Sets for Interconnected Linear Systems with Information Structures
[IEEE] 2025-11-17 | Author
[IEEE] 2025-11-17 | Implementation of Podcast Summarization in Regional Languages
[IEEE] 2025-11-17 | Committee Members
[IEEE] 2025-11-17 | On-Board Core Network for STIN System, Challenges, Application Paradigms and Enabling Technologies
[IEEE] 2025-11-17 | Maximal Recoverability: A Nexus of Coding Theory
[IEEE] 2025-11-17 | Tracking Control of Biomimetic Wave-Spiral Robot Based on Deep Reinforcement Learning_supp1-3632614.mp4
[IEEE] 2025-11-17 | Trajectory Planning for Underwater Vehicles in Obstacle-Rich Environments
[IEEE] 2025-11-17 | Unveiling the Drivers of IKEA Product Pricing: A Random Forest Analysis
[IEEE] 2025-11-17 | Day-Ahead Residential Electric Load Forecasting Using Bi-Directional LSTM Recurrent Neural Networks
[IEEE] 2025-11-17 | Transformer-Based Federated Learning Framework for Breast Cancer Prediction
[IEEE] 2025-11-17 | Creating and Decoding Robust and Stylish QR Codes: An End-to-end Solution
[IEEE] 2025-11-17 | Hardware-aware Gradient-based Column-wise Mixed-Precision Quantization for Compute-in-Memory Accelerators
[IEEE] 2025-11-17 | NLP-Driven Framework for Spam SMS Detection and Classification
[IEEE] 2025-11-17 | Optimization of Base Station Deployment Using Particle Swarm Optimization and Simulated Annealing: A Comparative Analysis
[IEEE] 2025-11-17 | Design and Analysis of a 2 × 2 Patch Antenna Array for 6G Applications in the 7-8 GHz Band
[IEEE] 2025-11-17 | Mesh Board with Pitched Blade Turbine Impeller to Prevent Agglomerate Formation
[IEEE] 2025-11-17 | Robust Fault Estimation Based on Proportional Multiple-Integral Observer for Continuous-Time Switched Systems
[IEEE] 2025-11-17 | Performance Analysis of Power-over-Fiber Systems in 5G NR
[IEEE] 2025-11-17 | Virtual Influencers in the Artificial Intelligence Era: Shaping Parasocial Relationships and Perceived Homophily for Luxury Fashion Purchases
[IEEE] 2025-11-17 | Applying Intelligent Educational Systems in Higher Education: Pedagogical Effectiveness
[IEEE] 2025-11-17 | Career Advisory System Using LLM
[IEEE] 2025-11-17 | Cradle to Gate Life Cycle Assessment Study on Green Concretes for Energy Consumption and Global Warming Potential
[IEEE] 2025-11-17 | Accurate Impedance Spectroscopy of Rechargeable Li-ion Batteries
[IEEE] 2025-11-17 | Integrated Energy System Design for Parks Based on Optimal Scheduling in a Low-Carbon Economy
[IEEE] 2025-11-17 | An Ultra-Low Power Bandpass Filter Bank with Input and Output Common-Mode Feedback in FD-SOI
[IEEE] 2025-11-17 | Advanced Crop Yield Prediction Using Supervised Machine Learning Techniques and Environmental Data
[IEEE] 2025-11-17 | Guided by Logic, Powered by Evolution: a Fuzzy-GA Framework for Medical Referral Recommendation
[IEEE] 2025-11-17 | A 100nA Voltage Reference with 6.4ppm/°C Temperature Coefficient using Weak Inversion MOSFET
[IEEE] 2025-11-17 | Enhancing Protection with NLP-Based Phishing Detection Across Diverse Communication Channels
[IEEE] 2025-11-17 | A High-Performance Energy-Efficient Weighted Clustering Model for Mobile Ad Hoc Sensor Networks
[IEEE] 2025-11-17 | CBAM-Enhanced YOLO11n: A Lightweight and Efficient Model for Solid Waste Detection Compared to YOLOv9n, YOLOv10n, and RT-DETR
[IEEE] 2025-11-17 | Impact of Social Proof and Customer Experience on Trust in Travel Platforms
[IEEE] 2025-11-17 | Development of a Telescopic Inspection and Cleaning Arm for Vessels
[IEEE] 2025-11-17 | Passive Beamforming of a Reconfigurable Intelligent Surface Using SDR and LabVIEW - A Demo in an Indoor Wireless Environment
[IEEE] 2025-11-17 | FitSync: AI and Digital Twin Solution for Modern Gyms
[IEEE] 2025-11-17 | Smart Solar Battery Charging Station with Dynamic Adaptive Switching Control
[IEEE] 2025-11-17 | A maintenance plan based on Monitoring to detect equipment failures in a mining company using machine learning
[IEEE] 2025-11-17 | A Review on Methods to Identify Influential Nodes in Complex Networks
[IEEE] 2025-11-17 | Stability and Efficiency Enhancements in Mobile Ad Hoc Networks with Multicriteria Relay Selection
[IEEE] 2025-11-17 | Smart Metrology: How AI is Transforming Measurement Data Analysis
[IEEE] 2025-11-17 | Hybrid Wavelet and PSO-Neural Network Model for Short-Term Load Forecasting
[IEEE] 2025-11-17 | Quantum Safe Encryption and Decryption for Securing Healthcare Data
[IEEE] 2025-11-17 | An Efficient Hybrid Pseudo-Random Number Generator Based on CNTFET
[IEEE] 2025-11-17 | On the Instability of Nesterov’s ODE under Non-Conservative Vector Fields
[IEEE] 2025-11-17 | A Fault Diagnosis Model of Graph Causal Convolutional Network Driven by Multi-channel Signal Fusion
[IEEE] 2025-11-17 | Solution Based on GUM to Solve the Curse of Dimensionality in Uncertainty Quantification: A Fresh Perspective
[IEEE] 2025-11-17 | Microstrip Line-Integrated Spiral Resonator-Based Planar Sensor with Truncated Ground for Precision Soil Moisture and pH Sensing
[IEEE] 2025-11-17 | Bi-directional Particle Filter Fusion for Fingerprinting Indoor Localization with Few Short Tracks
[IEEE] 2025-11-17 | RSEV: Toward Reliable and Secure UAV-Assisted Emergency Deliveries in Internet of Vehicles
[IEEE] 2025-11-17 | Structure-Aware Dual Adversarial Autoencoder for Unsupervised Bilingual Lexicon Induction
[IEEE] 2025-11-17 | Vehicle Profiling-Aware Personalized Federated Low-rank Adaptation in IoVs
[IEEE] 2025-11-17 | Mean-Shift Theory and Its Applications in Swarm Robotics: A New Way to Enhance the Efficiency of Multirobot Collaboration
[IEEE] 2025-11-17 | Integrated Dual Inverter for PMSM Drive Systems Under Single-Phase AC Power Supply
[IEEE] 2025-11-17 | SOCC 2025 Keynote Speakers
[IEEE] 2025-11-17 | Blockchain in dual-distribution markets under demand uncertainty: Mitigating gray trade through penalty design
[IEEE] 2025-11-17 | Author Index
[IEEE] 2025-11-17 | Intelligent Condition Monitoring for Battery Cell Manufacturing Equipment: A Dynamic Dilated Transformer Approach
[IEEE] 2025-11-17 | ColCACI 2025 Author Index
[ACM] 2025-11-17 | Exploring Roles and Purposes in More-than-Human Design through a Reflexive Design Studio Experiment
[ACM] 2025-11-17 | Speculative Design and Playable Cities: Co-designing a Mindshift in Sustainable Urban Mobility through Urban Gamification
[ACM] 2025-11-17 | NaviNord: A Multisensory Virtual Reality Application for Measuring Spatial Navigation Memory in Complex Environments
[ACM] 2025-11-17 | Sociotechnical Imaginaries of Digitally Altered Minds in 2050: Functions, Citizens, and Societal Tensions
[IEEE] 2025-11-17 | A 22nm Coarse-Grained Reconfigurable Array with Novel Features for Machine Learning and Digital Signal Processing
[IEEE] 2025-11-17 | Automated Text Coherence Evaluation in Academic Reports Using Transformer Based Networks
[IEEE] 2025-11-17 | SimST: Simulation Framework for Energy-Dataflow Co-Optimization in Spike-Driven Transformer
[IEEE] 2025-11-17 | Artificial Intelligence in Antenna Design and Optimization
[IEEE] 2025-11-17 | A $28-\text{GHz}$ Monostatic OFDM-Based ISAC System on RFSoC with Real-Time Processing
[IEEE] 2025-11-17 | Insights from Amazon Reviews through Machine Learning-Aided Sentiment Analysis and NMF-based Topic Modeling
[IEEE] 2025-11-17 | Similarity Network Fusion for Multi-Omics Data Integration in Cancer Subtyping
[IEEE] 2025-11-17 | MDDOAI: A Model-Driven DevOps Approach to CI/CD Automation
[IEEE] 2025-11-17 | FEA and Experimental Studies of MOS Microgas Sensor with Integrated In-plane Microheater
[IEEE] 2025-11-17 | LOGI-CHAIN: Blockchain Based Transparent Logistics Management
[IEEE] 2025-11-17 | Interactive Transaction Tracker to Validate Data Integrity of the Compression and Decompression Engines in Neural Camera Applications
[IEEE] 2025-11-17 | Energy-Efficient Llama3 Acceleration on a CGLA by Offloading Computational Kernels
[IEEE] 2025-11-17 | Stability study of autonomous underwater vehicles: design, modelling, simulation and evaluation
[IEEE] 2025-11-17 | AI-based Management of a Hybrid Power Plant
[IEEE] 2025-11-17 | Employing Deep Learning Framework using MRI for Accurate Brain Tumor Detection
[IEEE] 2025-11-17 | A Deep Learning-Based Predictive Policing Model for Real-Time Crime Risk Assessment in Urban India
[IEEE] 2025-11-17 | Comparative Analysis of Newton-Raphson and Quasi-Newton Methods for Power Flow Solution in Monopolar DC Networks
[IEEE] 2025-11-17 | A Novel Statistical-Dynamical Downscaling Model for Alpine Precipitation Analysis
[IEEE] 2025-11-17 | A Comparative Study of Character Segmentation Techniques for ANPR: From Traditional Methods to Deep Learning Models
[IEEE] 2025-11-17 | OptiGuard: Intelligent System for Harmful Light Detection
[IEEE] 2025-11-17 | Resilient Machine Learning Ensemble (rMLe): Design, Analysis and Evaluation
[IEEE] 2025-11-17 | Application of Transformer Models for Volcano Seismic Signals Classification
[IEEE] 2025-11-17 | Towards Achieving Vertical Reuse in SoC-Level Verification
[IEEE] 2025-11-17 | Secure and Decentralized Peer-to-Peer Energy Transactions using Blockchain Technology
[IEEE] 2025-11-17 | EfficientNetB0 vs. VGG16 vs. ResNet-50: Classification of Various Skin Diseases Using Deep Learning
[IEEE] 2025-11-17 | Neuromorphic UAS Object Avoidance and Path Detection Using DroNet
[IEEE] 2025-11-17 | A Novel CNN-Based Approach for Accurate Binary Classification of Diabetes Using Clinical Data
[IEEE] 2025-11-17 | Hardware Trustworthiness Architecture based on Resilience
[IEEE] 2025-11-17 | Energy-Efficient FlashAttention Acceleration on CGLA
[IEEE] 2025-11-17 | Epileptic Seizure Detection from EEG Signals Using a Subject-Dependent Approach
[IEEE] 2025-11-17 | Photonic Crystal-Based D Flip-Flops for Ultrafast Sequential Circuit Applications
[IEEE] 2025-11-17 | Aircraft Intra Wireless Communication for Cockpit Display System
[IEEE] 2025-11-17 | The Big Cheese: Jamming Bubbles and Team Building in Global Game Jam
[IEEE] 2025-11-17 | Agricultural Field Information Routing to Ad hoc Network for Field Management
[IEEE] 2025-11-17 | Evaluating Area-Time-Power Trade-offs in NTT Accelerators for Post-Quantum Cryptography
[IEEE] 2025-11-17 | Behavioral and Mental Health Analysis for Social Media Addiction Detection Using Hybrid RBF-SVM Models
[IEEE] 2025-11-17 | Stacked Ensemble Machine Learning Model for Anthropometric Body Fat Prediction
[IEEE] 2025-11-17 | Exploring AI's Influence on Human Thinking: Productivity, Learning, and Cognitive Skills in the Age of XAI
[IEEE] 2025-11-17 | Variational Autoencoders in Binary Classification of Lung Images
[IEEE] 2025-11-17 | Data-Driven Control of Unified Power Flow Controller for Voltage Stability Enhancement
[IEEE] 2025-11-17 | Geosense: a Platform for Automated Monitoring and Quality Assessment of Geospatial Web Services
[IEEE] 2025-11-17 | Hybrid Stock Market Forecasting and Portfolio Optimization Using LSTM, ARIMA, and Modern Portfolio Theory
[IEEE] 2025-11-17 | A Hybrid Model for Cloud Resource Utilization Forecasting Using Machine Learning and Evolutionary Optimization
[IEEE] 2025-11-17 | 2025 IEEE 38th International System-on-Chip Conference (SOCC)
[IEEE] 2025-11-17 | An Adaptive Density Distribution Clustering Method for Arbitrary-Shaped Datasets
[IEEE] 2025-11-17 | Quantum Codes Using the τ-OD MP Construction
[IEEE] 2025-11-17 | Empowering Talent and Innovation in Electron Devices for a Sustainable Future [From the Guest Editors]
[IEEE] 2025-11-17 | Task Allocation Optimization Algorithm for Multi-Target ISAR Imaging Based on Deep Reinforcement Learning under Suppression Jamming
[IEEE] 2025-11-17 | Aerial Secure Collaborative Communications Under Eavesdropper Collusion in Low-Altitude Economy: A Generative Swarm Intelligent Approach
