[2025-12-10 15:34:53] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2025-12-09
正在获取论文...
[arXiv] 2025-12-09 | Identifying counterfactual probabilities using bivariate distributions and uplift modeling
[IEEE] 2025-12-9 | Addressing Data Heterogeneity and Disparity in Federated Learning
[IEEE] 2025-12-9 | Structural Complexity Metrics for Workflow Nets
[IEEE] 2025-12-9 | An Analog Hardware Squarer-Based Edge Detector for Breast Cancer
[IEEE] 2025-12-9 | Bridging Formal and Dynamic Verification: A Unified Methodology for Design Verification
[IEEE] 2025-12-9 | FLAMA: Architecting Floating-Point Atomic Memory Operations for Heterogeneous HPC Systems
[IEEE] 2025-12-9 | Profiling of Tobacco Consumers in Eastern Mediterranean Region
[IEEE] 2025-12-9 | Comparative Study of Single Event Transient Effects on Dynamic Comparator in Bulk CMOS
[IEEE] 2025-12-9 | A 208 MS/s 32-Channel Burst-Sampling ADC in 0.18um BiCMOS
[IEEE] 2025-12-9 | Precision Underwater Navigation: Robust Trajectory Tracking for Hybrid Gliders Via Novel STA-Backstepping Control
[IEEE] 2025-12-9 | Hardware-Level Adaptive Scheduling for Reconfigurable Accelerators on Virtualized FPGAs
[IEEE] 2025-12-9 | YOLOv8m-Powered Mobile Application for Automated Length and Width Measurement of Rice Grains
[IEEE] 2025-12-9 | Energy-aware Systems and Services: A Fair Balancing Payoff of Shared Voluntary Investments in Power Systems
[IEEE] 2025-12-9 | Simultaneous Estimation of Velocity and Mass Using an Augmented Extended Kalman Filter for Sliding Mode Control of Precision Magnetic Levitation Systems
[IEEE] 2025-12-9 | Front cover
[IEEE] 2025-12-9 | Fuzzy Logic-Based Multifactorial Optimization for Evolutionary Multitasking
[IEEE] 2025-12-9 | Portable Integrated Transceiver Architecture for Low-cost Temperature Sensing
[IEEE] 2025-12-9 | Robust Wake Detection for Enhanced Maritime Monitoring: Transfer Learning Through a Dedicated Multispectral Ship Wake Data Set
[IEEE] 2025-12-9 | Movement Pattern Analysis Based on Point-Line-Plane Hierarchies and Machine Learning for Fall Risk Assessment in Community-Dwelling Older Adults
[IEEE] 2025-12-9 | Keywords - Index Terms
[IEEE] 2025-12-9 | Message from the General Co-Chairs
[IEEE] 2025-12-9 | Committees
[IEEE] 2025-12-9 | Characteristics of L-band Microwave Scattering from Layered Rough Soil with a Full-Wave Volume Integral Equation Approach
[IEEE] 2025-12-9 | IEEE What If
[IEEE] 2025-12-9 | Predictive Energy Management Using Random Forests for Fuel Cell-Powered UAVs
[IEEE] 2025-12-9 | IEEE Open Journal of the Computer Society
[IEEE] 2025-12-9 | Trajectory Tracking Control Framework Based on Driving Segment Extraction and Splicing
[IEEE] 2025-12-9 | Title Page i
[ACM] 2025-12-9 | MARVEL-PUF: A Robust Multi-Bit Memory PUF for FPGA-based Embedded Systems Security
[IEEE] 2025-12-9 | Year-End Message by the Editor-in-Chief
[IEEE] 2025-12-9 | A deeper look on Explanation Methods for Deep Learning Models on Raw-Based Traffic of DDoS Attacks
[ACM] 2025-12-10 | Interactive Multimodal Storytelling Installation for Dementia Awareness and Engagement: Somewhere in This Fog of Memory
[ACM] 2025-12-10 | Toward Fully Accessible Digital Events: Guidelines, Platform Design, and PPTX-to-HTML Conversion
[ACM] 2025-12-10 | An Assessment of LLM-Based Auditing and Validation for Web Accessibility
[ACM] 2025-12-10 | Overview of Open Dataset Sessions and Benchmarking Competitions in 2023–2024 – Part 1 (QoMEX 2023 and QoMEX 2024)
[ACM] 2025-12-9 | Research on football detection and training methods based on deep learning and virtual reality technology
[ACM] 2025-12-9 | Data driven 3-D animation for student group collaboration
[ACM] 2025-12-9 | Are Static Analysis Tools Still Working during the Evolution of Smart Contracts? A Comprehensive Empirical Study
[IEEE] 2025-12-9 | MDTrack: Micro-Doppler Assisted Multi-Target Tracking via Siamese Network Using MmWave Radar
[IEEE] 2025-12-9 | Radiation-Scattering Co-Model-Driven Methodology for Anti-Jamming Antenna Array Design
[IEEE] 2025-12-9 | Time-Constrained Interception of Seeker Equipped Interceptors with Bounded Input
[IEEE] 2025-12-9 | Functionalized SiO
                    <sub>2</sub>
                    Wafer Platform for on chip Extracellular Vesicles Capture-Lysis for Electrochemical Sensing
[IEEE] 2025-12-9 | Digital Probing of Activation Energy for Evaluating Reliability in 2D and 3D NAND Flash Memory
[IEEE] 2025-12-9 | DRFusionRec: Enhancing Rationality and Diversity in Garment Recommendations
[IEEE] 2025-12-9 | Committees
[IEEE] 2025-12-9 | Table of Contents
[IEEE] 2025-12-9 | Appendix
[IEEE] 2025-12-9 | 2025 28th Euromicro Conference on Digital System Design (DSD)
[IEEE] 2025-12-9 | Accurate, Efficient and Scalable Power Modeling for FPGA HLS
[IEEE] 2025-12-9 | Trusted Lifecycle Management for AIGC Services in Metaverse: a Blockchain-Empowered Collaborative Service Framework
[IEEE] 2025-12-9 | Symbolic and Compression-Based Complexity in EEG: Benchmarking Frameworks and Thalamic Applications
[IEEE] 2025-12-9 | IEEE Volunteer Service Awards
[IEEE] 2025-12-9 | ComSoc Membership
[IEEE] 2025-12-9 | Object Recognition and Obstacle Avoidance for Multimobile Robots via Swin Transformer and Deep Reinforcement Learning
[IEEE] 2025-12-9 | FIVPos: Fusion of indoor 5G positioning based on energy-optimized ranging and fingerprint in single gNB
[ACM] 2025-12-10 | Homogenized Planet Imagery
[IEEE] 2025-12-9 | Flattening the Hierarchical Navigable Small World Graph for Efficient Hardware-Based Vector Search
[IEEE] 2025-12-9 | Power Outage and Cause Detection Using Social Media: A Hybrid Architecture with Real-Time Visualization Dashboard
[IEEE] 2025-12-9 | SAFEXPLAIN: a Complete Approach Towards Trustworthy AI-Based Safety-Critical Systems
[IEEE] 2025-12-9 | Hydrodynamic Analysis of Fish Propulsion Performance Under Different Swimming Modes
[IEEE] 2025-12-9 | Elevating Legal Understanding: A Dedicated Instruction Dataset and an Optimized LLM for Legal Information Extraction to Support the Juridical Interpretation of Marine Environmental Law
[IEEE] 2025-12-9 | Development of a Finger Mechanism for Myoelectric Prosthetic Hand Using Compact Mode-Shift Linkage Mechanism with Singularity Configuration
[IEEE] 2025-12-9 | Polysilicon PIN diode characterization and scaling in low-cost 40nm technology for IoT applications
[IEEE] 2025-12-9 | Design and Validation of Linkage-Switching-Based Wheel-Leg Composite Joint for Humanoid Robots
[IEEE] 2025-12-9 | Bionic Collapsible Wings in Aquatic-Aerial Robot
[IEEE] 2025-12-9 | Cognitive Map-Driven Intelligent Navigation and Control for Quadruped Medical Rescue Robots
[IEEE] 2025-12-9 | Pulse Rate-Based Automatic Adjustment of Walking Load for Aerobic Training Using PPG Sensor and MR Fluid Brake
[IEEE] 2025-12-9 | Photocatalytic Hydrogen Production and CO
                    <sub>2</sub>
                    Reduction Using ZnO-GO Composites: A Sustainable Microwave-Assisted Synthesis via Orange Peel Extract
[IEEE] 2025-12-9 | An Engineering Solution to Measure and Simulate Induced Voltage and Current on De-energized Transmission Lines
[IEEE] 2025-12-9 | A 22nm CMOS 0.017mm
                    <sup>2</sup>
                    0.9V 0.26nW-Standby-Power 2.7mW-Peak-Power 37GHz Biocompatibly-Covered Ingestible OOK Transmitter Enabling 1cm Communication Via Simulated Large Intestine Model for Digital Pills
[IEEE] 2025-12-9 | Evaluating FPGA Architectures for Quantized CNN Inference in Construction Monitoring Applications
[IEEE] 2025-12-9 | Battery Swapping Stations for Long Haul Freight Charging Considering an Electrified Supply Chain
[IEEE] 2025-12-9 | Machine Learning-Based Detectors of High Impedance Faults in Power Systems
[IEEE] 2025-12-9 | Multi-Label Clinical Text Classification Under Class Imbalance: A GRU-Based Study on MIMIC-III
[IEEE] 2025-12-9 | Interpolation Based Direct Digital Synthesizer With FMCW Capabilities for Automotive RADAR Applications
[IEEE] 2025-12-9 | Characterization of a 5 GHz Frequency Divider for a Cryogenic PLL in 22-nm FDSOI
[IEEE] 2025-12-9 | CNN-Based Controller Hardware in The Loop Testing for Voltage Regulation in DC Microgrids
[IEEE] 2025-12-9 | A Robotic Dynamic Collision Avoidance Method for Human-Robot Collaborative Assembly
[IEEE] 2025-12-9 | A Versatile Time-Domain Winner-Take-All Spike Decoder for Neuromorphic Systems
[IEEE] 2025-12-9 | Dual-Scale Fusion Neural Network (DFNN) for Robust Hand Rehabilitation Action Recognition Under Muscle Fatigue Conditions
[IEEE] 2025-12-9 | In-Context Learning for Microcontroller Performance Screening Using Tabular Foundation Models
[IEEE] 2025-12-9 | Development of a Portable PV Impedance Analyzer Using STEMlab 125-10
[IEEE] 2025-12-9 | Efficient Fuzzing Seed Generation Method Based on Diffusion Generation Model
[IEEE] 2025-12-9 | Advancing Wound Management with Smart and Sustainable Electronics for a Human-Environment-Centric Society: A Life Cycle Assessment Approach
[IEEE] 2025-12-9 | Mindeye-Omniassist: A Gaze-Driven LLM-Enhanced Assistive Robot System for Implicit Intention Recognition and Task Execution
[IEEE] 2025-12-9 | A Survey of Energy Efficiency for Kubernetes Clusters
[IEEE] 2025-12-9 | Attack Identification in Industrial Control Systems Using TabNet
[ACM] 2025-12-10 | ChromaFlow: End-to-End Flow Matching for Efficient Video Colorization
[ACM] 2025-12-10 | EvolvingGS: Stable Volumetric Video via High-Fidelity Evolving 3D Guassian Reconstruction
[ACM] 2025-12-10 | On the impact of diffusion models in estimation of distribution algorithms
[ACM] 2025-12-9 | Design of a class of hyperchaotic systems based on three-dimensional Lü systems
[ACM] 2025-12-9 | A Guided and Flexible LLM-based Approach for Knowledge Extraction from Text
[ACM] 2025-12-9 | A Semantic Framework for the Contextual Interpretation of ADHD Symptom Manifestations
[ACM] 2025-12-9 | MM-GTA: Morphological Modeling via Graph-based Text Adaptation for Arabic Dialect Transfer
[IEEE] 2025-12-9 | High Gain Transmitarray Lens Antenna Transceiver for Terahertz Communications_supp1-3638129.mp4
[IEEE] 2025-12-9 | 2025 Index IEEE Transactions on Neural Networks and Learning Systems
[IEEE] 2025-12-9 | MonoMPC: Monocular Vision Based Navigation with Learned Collision Model and Risk-Aware Model Predictive Control_supp1-3641112.mp4
[IEEE] 2025-12-9 | Predefined-Time Neural Network-Based Consensus for Constrained Multiple AUV Systems With Hysteresis
[IEEE] 2025-12-9 | Exploring Neural Mechanisms of Visual Working Memory for Real-World Stimuli Categories: Insights from the Fusiform Gyrus
[IEEE] 2025-12-9 | Advertisers Index
[IEEE] 2025-12-9 | ComSoc Publications
[IEEE] 2025-12-9 | Covert Entanglement Generation over Bosonic Channels
[ACM] 2025-12-9 | JDFuzz: A Hardware-Software Approach for Accelerating Fuzzing Embedded Systems
[IEEE] 2025-12-9 | A Novel Elliptical Coreless Winding Topology for Enhanced Electromagnetic Performance
[IEEE] 2025-12-9 | ComSoc Training
[ACM] 2025-12-9 | Pro's Eyes: A Wearable System for Synchronous and Asynchronous Observational Pattern Learning
[IEEE] 2025-12-9 | A Brain-Inspired Multimodal Fusion-Based Dynamic Obstacle Avoidance Approach for Mobile Robots
[IEEE] 2025-12-9 | Comparison of Ultra-Low Phase Noise BAW-Based NMOS and PMOS Cross-Coupled Oscillators
[IEEE] 2025-12-9 | Review of Breast Cancer Datasets and Repositories: Emphasis on Longitudinal Component
[IEEE] 2025-12-9 | Design and Manufacturing of a Four-Winged Aerial Vehicle Driven by Flexure Hinge Transmission
[IEEE] 2025-12-9 | Building a Side-Channel Attack Scheme on SipHash FPGA Implementation
[IEEE] 2025-12-9 | A Hybrid System for Mouse and Mobile Robot Cooperation
[IEEE] 2025-12-9 | An Ultra-Low Power CMOS Pulse Generator for Skyrmionic Circuits
[IEEE] 2025-12-9 | Non-Functional Properties in HPC Systems: Design Exploration of Energy, Power, and Reliability
[IEEE] 2025-12-9 | Functional Structural Color Hydrogel Adhesives for Soft Robotic Epidermal Sensing
[IEEE] 2025-12-9 | Design and Implementation of a Communication Converter to Enable Tactical Microgrid Standard Communications with Legacy Power Devices
[IEEE] 2025-12-9 | Modified Wallace-Tree Architecture Design and Implementation for High-Speed Multiplier
[IEEE] 2025-12-9 | A 100 V Input Common-Mode Range Compact Three-Step Incremental ADC Architecture Evaluation Achieving 101.48 dB SNDR and 6.46 μV
                    <sub>RMS</sub>
                    Input-Referred Noise
[IEEE] 2025-12-9 | Long-Distance Microswarm Control System with Hybrid Precision in Complex Environments
[IEEE] 2025-12-9 | Adaptive LIF Spiking Neural Networks for Satellite Anomaly Detection
[IEEE] 2025-12-9 | Iowa’s Visions for Future Electric Grids: Survey Results
[IEEE] 2025-12-9 | Artificial Intelligence Enables Increased Data Rate of True Random Number Generator
[IEEE] 2025-12-9 | Hybrid NIDS Architecture Leveraging Suricata, Zeek and the ELK Stack
[IEEE] 2025-12-9 | Deep Q-Network Driven Microgrid Islanding for Mitigating False Data Injection Attack
[IEEE] 2025-12-9 | Execution Platform Contracts
[IEEE] 2025-12-9 | Study on the Dynamic Characteristics of an FBG-Based Six-Dimensional Force Bone Drill Operator
[IEEE] 2025-12-9 | Memory-Less 12-Bit Direct Digital Frequency Synthesizer Architecture on FPGA
[IEEE] 2025-12-9 | Machine Learning-Driven Inter-Turn Short-Circuit Fault Diagnosis for Wind Turbine Transformers
[IEEE] 2025-12-9 | Architectural Trade-Offs in the Design of High-Speed PAM-3 Wireline Transmitters
[IEEE] 2025-12-9 | Efficient POSIT Multiplier with Multi-flag Priority Encoding and Multistage Booth Processing
[ACM] 2025-12-10 | Formal Modeling of Concurrent State Machine Diagrams using NuSMV
[ACM] 2025-12-10 | Layer-by-Layer Toolpath Simulation for Error Detection and Correction during Live 3D Printing
[ACM] 2025-12-10 | Stress Monitoring in the Era of AI Boom - Where Should We Begin?
[ACM] 2025-12-10 | DISCOV.ER: Digital Twin and Citizen Science for the Sustainability of Areas of Natural and Tourist Interest
[ACM] 2025-12-10 | Delegated Authority and Algorithmic Power. A Rapid Review of Ethical Issues in AI-Based Educational Assessment
[ACM] 2025-12-9 | Extracting Commonsense Knowledge for Robotic Agents from LLMs
[ACM] 2025-12-9 | Capturing Symbolic Knowledge of Constraints and Incompleteness to Guide Inductive Learning in Neuro-Symbolic Knowledge Graph Completion
[ACM] 2025-12-9 | Design and Implementation of Traffic Police Gesture Recognition System Based on Computer Vision and LSTM
[IEEE] 2025-12-9 | Prototype of a hybrid biosignal acquisition system integrating and optical electrode and fNIRS-based oximeter
[ACM] 2025-12-9 | CrammedBERTurk: Pretraining/Finetuning a New Language Model for Turkish Question Answering on Limited Budget
[ACM] 2025-12-9 | FiberDrops Gradient: A Tubular System for Visual Color Gradients via Droplet Density Control
[IEEE] 2025-12-9 | A Noninvasive Monitoring Method for Uniformity of Pressure Distribution on the Chip Surface in Single-Chip Press-Pack IGBTs With Turn-Off
                    <i>v</i>
                    <sub>CE</sub>
[IEEE] 2025-12-9 | Blockchain-assisted Multi-user Searchable Encryption with Trapdoor Unlinkability for IIoT
[IEEE] 2025-12-9 | Hybrid Performance Bounds for Lie Group and Integer Parameters: Application to GNSS Attitude Estimation
[IEEE] 2025-12-9 | MaskSense: Motion-Robust Dynamic IBI Estimation Via Deep RF Masked Learning
[ACM] 2025-12-9 | CAHLS: Source-to-Source Transformation to Generate Cycle Accurate Models for High-Level Synthesis
[ACM] 2025-12-9 | Hermes: An FPGA-based NTT Accelerator Supporting Various Lengths for HHE
[IEEE] 2025-12-9 | Morphological Manipulation of Particle Cluster Using Ultrasonic Phased Array System and Microscopic Vision_supp1-3641454.mp4
[IEEE] 2025-12-9 | Author Index
[IEEE] 2025-12-9 | A Look Back
[IEEE] 2025-12-9 | Low-Complexity Circular-Based SSBI Extraction for 200-Gb/s Direct Detection Transmission With Skew-Enabled VSB Modulation Over 80 km
[IEEE] 2025-12-9 | Study on Thermal Decay of Braking Torque Novel Fully Water-cooled Eddy Current Brakes under Extreme Conditions
[IEEE] 2025-12-9 | Inter-Turn Short Circuit Fault Detection and Diagnosis in Permanent Magnet Synchronous Motors Using Interactive Multiple Model Strategy
[IEEE] 2025-12-9 | IEEE IT Professionals Call for Articles
[IEEE] 2025-12-9 | Integrating Split-Window and Temperature-Emissivity Separation Algorithms for Hourly Land Surface Temperature Retrieval from GOES-16 ABI Data
[IEEE] 2025-12-9 | A Study on Electromagnetic Diffraction of Slotted Conductive Strips Using the Subdomain Method
